0;-9999952
100;-170
200;-150
300;-150
400;-120
500;-120
600;-110
700;-100
800;-90
900;-90
1000;-90
1100;-80
1200;-80
1300;-80
1400;-80
1500;-80
1600;-80
1700;-80
1800;-80
1900;-80
2000;-70
2100;-60
2200;-60
2300;-60
2400;-60
2500;-60
2600;-60
2700;-60
2800;-60
2900;-60
3000;-60
3100;-60
3200;-60
3300;-60
3400;-60
3500;-60
3600;-60
3700;-60
3800;-60
3900;-60
4000;-60
4100;-60
4200;-60
4300;-60
4400;-60
4500;-60
4600;-60
4700;-60
4800;-60
4900;-60
5000;-60
5100;-60
5200;-60
5300;-60
5400;-60
5500;-60
5600;-60
5700;-60
5800;-60
5900;-60
6000;-60
6100;-60
6200;-60
6300;-60
6400;-60
6500;-60
6600;-60
6700;-60
6800;-60
6900;-60
7000;-60
7100;-60
7200;-60
7300;-60
7400;-60
7500;-60
7600;-60
7700;-60
7800;-60
7900;-60
8000;-60
8100;-60
8200;-60
8300;-60
8400;-60
8500;-60
8600;-60
8700;-60
8800;-60
8900;-60
9000;-60
9100;-60
9200;-60
9300;-60
9400;-60
9500;-60
9600;-60
9700;-60
9800;-60
9900;-60
10000;-60
10100;-60
10200;-60
10300;-60
10400;-60
10500;-60
10600;-60
10700;-60
10800;-60
10900;-60
11000;-60
11100;-60
11200;-60
11300;-60
11400;-60
11500;-60
11600;-60
11700;-60
11800;-60
11900;-60
12000;-60
12100;-60
12200;-60
12300;-60
12400;-60
12500;-60
12600;-60
12700;-60
12800;-60
12900;-60
13000;-60
13100;-60
13200;-60
13300;-60
13400;-60
13500;-60
13600;-60
13700;-60
13800;-60
13900;-60
14000;-60
14100;-60
14200;-60
14300;-60
14400;-60
14500;-60
14600;-60
14700;-60
14800;-60
14900;-60
15000;-60
15100;-60
15200;-60
15300;-60
15400;-60
15500;-60
15600;-60
15700;-60
15800;-60
15900;-60
16000;-60
16100;-60
16200;-60
16300;-60
16400;-60
16500;-60
16600;-60
16700;-60
16800;-60
16900;-60
17000;-60
17100;-60
17200;-60
17300;-60
17400;-60
17500;-60
17600;-60
17700;-60
17800;-60
17900;-60
18000;-60
18100;-60
18200;-60
18300;-60
18400;-60
18500;-60
18600;-60
18700;-60
18800;-60
18900;-60
19000;-60
19100;-60
19200;-60
19300;-60
19400;-60
19500;-60
19600;-60
19700;-60
19800;-60
19900;-60
best genotype:
[3, 2, 1, 4, 5]
[4, 3, 5, 1, 2]
[4, 3, 1, 2, 5]
[1, 4, 5, 2, 3]
[1, 4, 5, 2, 3]
[1, 3, 2, 5, 4]
[5, 4, 3, 1, 2]
[5, 3, 4, 1, 2]
[4, 2, 5, 1, 3]
[4, 3, 2, 5, 1]
[5, 2, 1, 3, 4]
[2, 4, 5, 3, 1]
[1, 2, 5, 3, 4]
[4, 5, 3, 2, 1]
[1, 5, 2, 3, 4]
[1, 5, 3, 2, 4]
[4, 1, 2, 5, 3]
[5, 3, 4, 1, 2]
[2, 5, 3, 4, 1]
[2, 5, 3, 1, 4]
[3, 2, 5, 1, 4]
[3, 2, 4, 5, 1]
[3, 2, 4, 5, 1]
[3, 4, 5, 1, 2]
[5, 2, 4, 3, 1]
[4, 2, 5, 1, 3]
[2, 1, 5, 3, 4]
[5, 1, 3, 2, 4]
[4, 1, 2, 3, 5]
[5, 2, 1, 4, 3]
fitness: -60
